ts,open_interest,oi_volume,datetime_utc
1783702500000,264508398.1744,1237555.77,2026-07-10 16:55:00+00:00
1783702800000,264395510.9248,1453430.8792,2026-07-10 17:00:00+00:00
1783703100000,264548947.3115,1166109.6862,2026-07-10 17:05:00+00:00
1783703400000,265300307.5762,3181425.9479,2026-07-10 17:10:00+00:00
1783703700000,265276595.3461,1313666.4978,2026-07-10 17:15:00+00:00
1783704000000,265828596.8217,2615890.5205,2026-07-10 17:20:00+00:00
1783704300000,267316114.3886,1742273.2566,2026-07-10 17:25:00+00:00
1783704600000,267419383.8426,1221089.7295,2026-07-10 17:30:00+00:00
1783704900000,267188573.1875,4834993.1832,2026-07-10 17:35:00+00:00
1783705200000,267404049.0385,874168.1628,2026-07-10 17:40:00+00:00
1783705500000,267466749.5219,550915.1883,2026-07-10 17:45:00+00:00
1783705800000,267460104.956,514684.1174,2026-07-10 17:50:00+00:00
1783706100000,267325309.8004,2104753.5504,2026-07-10 17:55:00+00:00
1783706400000,267381181.4336,1494496.6265,2026-07-10 18:00:00+00:00
1783706700000,267441387.9353,2354408.8814,2026-07-10 18:05:00+00:00
1783707000000,267332047.5055,893944.6374,2026-07-10 18:10:00+00:00
1783707300000,267685913.679,2780102.243,2026-07-10 18:15:00+00:00
1783707600000,267543909.257,1380405.2139,2026-07-10 18:20:00+00:00
1783707900000,267545936.3064,407823.3034,2026-07-10 18:25:00+00:00
1783708200000,267638963.2055,2880275.7069,2026-07-10 18:30:00+00:00
1783708500000,267587239.5943,652120.0357,2026-07-10 18:35:00+00:00
1783708800000,267592087.556,647136.5047,2026-07-10 18:40:00+00:00
1783709100000,267327108.5775,4014563.2478,2026-07-10 18:45:00+00:00
1783709400000,267213566.4193,3665463.528,2026-07-10 18:50:00+00:00
1783709700000,267096000.8567,2408219.0071,2026-07-10 18:55:00+00:00
1783710000000,267279970.3758,2944890.3392,2026-07-10 19:00:00+00:00
1783710300000,267242371.1168,2135053.106,2026-07-10 19:05:00+00:00
1783710600000,266924333.1009,841621.6044,2026-07-10 19:10:00+00:00
1783710900000,266864368.1253,731828.631,2026-07-10 19:15:00+00:00
1783711200000,267018044.2313,1633199.5787,2026-07-10 19:20:00+00:00
1783711500000,266971307.6929,1451584.0888,2026-07-10 19:25:00+00:00
1783711800000,267057704.4102,1264039.1102,2026-07-10 19:30:00+00:00
1783712100000,265912574.8513,4704973.9506,2026-07-10 19:35:00+00:00
1783712400000,265545688.7358,2309463.0053,2026-07-10 19:40:00+00:00
1783712700000,265366684.7244,777367.3959,2026-07-10 19:45:00+00:00
1783713000000,265323102.3117,682921.2008,2026-07-10 19:50:00+00:00
1783713300000,265232452.5824,1374784.7505,2026-07-10 19:55:00+00:00
1783713600000,264954022.9483,2319528.2051,2026-07-10 20:00:00+00:00
1783713900000,264589700.6449,1373433.0242,2026-07-10 20:05:00+00:00
1783714200000,264568322.1444,888715.4147,2026-07-10 20:10:00+00:00
1783714500000,264573827.6918,460647.1775,2026-07-10 20:15:00+00:00
1783714800000,264631141.0645,1225296.2919,2026-07-10 20:20:00+00:00
1783715100000,264526729.7098,2913088.8284,2026-07-10 20:25:00+00:00
1783715400000,264389202.8507,1181829.2518,2026-07-10 20:30:00+00:00
1783715700000,264019015.3633,986734.6188,2026-07-10 20:35:00+00:00
1783716000000,264085037.6373,851945.2286,2026-07-10 20:40:00+00:00
1783716300000,264007504.3204,452928.1859,2026-07-10 20:45:00+00:00
1783716600000,263910588.2002,406740.9894,2026-07-10 20:50:00+00:00
1783716900000,263774967.5169,411710.3632,2026-07-10 20:55:00+00:00
1783717200000,264042459.4939,755566.7554,2026-07-10 21:00:00+00:00
1783717500000,264083781.3795,401536.622,2026-07-10 21:05:00+00:00
1783717800000,263965025.873,671231.7225,2026-07-10 21:10:00+00:00
1783718100000,263820880.9862,1768197.7494,2026-07-10 21:15:00+00:00
1783718400000,263817305.4047,535665.3004,2026-07-10 21:20:00+00:00
1783718700000,263982254.6251,849068.0802,2026-07-10 21:25:00+00:00
1783719000000,263943792.5701,579947.6356,2026-07-10 21:30:00+00:00
1783719300000,263732000.334,1214466.223,2026-07-10 21:35:00+00:00
1783719600000,263751683.5819,1095770.7595,2026-07-10 21:40:00+00:00
1783719900000,263633712.2734,738220.7795,2026-07-10 21:45:00+00:00
1783720200000,263400205.1769,1162283.8246,2026-07-10 21:50:00+00:00
1783720500000,263774800.0756,995812.991,2026-07-10 21:55:00+00:00
1783720800000,263510682.9122,1014468.8088,2026-07-10 22:00:00+00:00
1783721100000,262194085.2536,5475418.2252,2026-07-10 22:05:00+00:00
1783721400000,262227305.3601,598709.3885,2026-07-10 22:10:00+00:00
1783721700000,262179050.0765,792993.4166,2026-07-10 22:15:00+00:00
1783722000000,262302695.5102,408292.7256,2026-07-10 22:20:00+00:00
1783722300000,262371048.2649,535733.1813,2026-07-10 22:25:00+00:00
1783722600000,262217370.7365,585611.5042,2026-07-10 22:30:00+00:00
1783722900000,262477977.8705,769225.7873,2026-07-10 22:35:00+00:00
1783723200000,262886204.8129,763419.7292,2026-07-10 22:40:00+00:00
1783723500000,262826828.5721,576920.6316,2026-07-10 22:45:00+00:00
1783723800000,262907880.324,333968.8686,2026-07-10 22:50:00+00:00
1783724100000,263073743.8865,600014.0714,2026-07-10 22:55:00+00:00
1783724400000,263728207.7097,2179058.2674,2026-07-10 23:00:00+00:00
1783724700000,264075658.9357,1579452.241,2026-07-10 23:05:00+00:00
1783725000000,264180640.2148,1451257.986,2026-07-10 23:10:00+00:00
1783725300000,264209390.7982,480640.8528,2026-07-10 23:15:00+00:00
