tradeId,ts,px,sz,side,datetime_utc
1561471261,1783784830303,78.05,0.02,buy,2026-07-11 15:47:10.303000+00:00
1561471260,1783784830303,78.05,0.34,buy,2026-07-11 15:47:10.303000+00:00
1561471259,1783784830303,78.05,0.31,buy,2026-07-11 15:47:10.303000+00:00
1561471263,1783784830304,78.05,13.55,buy,2026-07-11 15:47:10.304000+00:00
1561471264,1783784830539,78.05,0.2,sell,2026-07-11 15:47:10.539000+00:00
1561471265,1783784830558,78.06,0.1,buy,2026-07-11 15:47:10.558000+00:00
1561471266,1783784830604,78.05,3.61,sell,2026-07-11 15:47:10.604000+00:00
1561471267,1783784830725,78.05,15.18,sell,2026-07-11 15:47:10.725000+00:00
1561471268,1783784830805,78.06,0.01,buy,2026-07-11 15:47:10.805000+00:00
1561471269,1783784830832,78.05,0.98,sell,2026-07-11 15:47:10.832000+00:00
1561471270,1783784831066,78.05,0.2,sell,2026-07-11 15:47:11.066000+00:00
1561471271,1783784831113,78.06,50.6,buy,2026-07-11 15:47:11.113000+00:00
1561471275,1783784831331,78.06,0.02,buy,2026-07-11 15:47:11.331000+00:00
1561471273,1783784831331,78.06,0.17,buy,2026-07-11 15:47:11.331000+00:00
1561471278,1783784831331,78.06,0.02,buy,2026-07-11 15:47:11.331000+00:00
1561471276,1783784831331,78.06,0.03,buy,2026-07-11 15:47:11.331000+00:00
1561471280,1783784831331,78.06,6.33,buy,2026-07-11 15:47:11.331000+00:00
1561471274,1783784831331,78.06,0.02,buy,2026-07-11 15:47:11.331000+00:00
1561471272,1783784831331,78.06,0.07,buy,2026-07-11 15:47:11.331000+00:00
1561471281,1783784831331,78.06,0.05,buy,2026-07-11 15:47:11.331000+00:00
1561471282,1783784831331,78.06,50.6,buy,2026-07-11 15:47:11.331000+00:00
1561471284,1783784831331,78.06,0.04,buy,2026-07-11 15:47:11.331000+00:00
1561471277,1783784831331,78.06,0.01,buy,2026-07-11 15:47:11.331000+00:00
1561471279,1783784831331,78.06,0.02,buy,2026-07-11 15:47:11.331000+00:00
1561471283,1783784831331,78.06,0.49,buy,2026-07-11 15:47:11.331000+00:00
1561471285,1783784831334,78.07,6.4,buy,2026-07-11 15:47:11.334000+00:00
1561471291,1783784831353,78.07,0.62,buy,2026-07-11 15:47:11.353000+00:00
1561471286,1783784831353,78.07,0.02,buy,2026-07-11 15:47:11.353000+00:00
1561471288,1783784831353,78.07,0.01,buy,2026-07-11 15:47:11.353000+00:00
1561471289,1783784831353,78.07,0.01,buy,2026-07-11 15:47:11.353000+00:00
1561471287,1783784831353,78.07,0.02,buy,2026-07-11 15:47:11.353000+00:00
1561471290,1783784831353,78.07,0.03,buy,2026-07-11 15:47:11.353000+00:00
1561471292,1783784831625,78.08,0.02,buy,2026-07-11 15:47:11.625000+00:00
1561471293,1783784831640,78.07,18.6,sell,2026-07-11 15:47:11.640000+00:00
